district,chiefdom,phu,facility_type,community,population_2023
Pujehun District,Mano Sakrim Chiefdom,Nyandehun (Mano Sakrim) MCHP,MCHP,,
Pujehun District,Mano Sakrim Chiefdom,Senbengu MCHP,MCHP,,
Pujehun District,Peje Chiefdom,Bongay MCHP,MCHP,,
Pujehun District,Peje Chiefdom,Bumbeh MCHP,MCHP,,
Pujehun District,Peje Chiefdom,Futa Pejeh CHC,CHC,,
Pujehun District,Peje Chiefdom,Helebu Pejeh MCHP,MCHP,,
Pujehun District,Peje Chiefdom,Pejewa (Futa Peje) MCHP,MCHP,,
Pujehun District,Perri Chiefdom,Blama Perri MCHP,MCHP,,
Pujehun District,Perri Chiefdom,Bomi MCHP,MCHP,,
Pujehun District,Perri Chiefdom,Bumpeh (Perri) CHC,CHC,,
Pujehun District,Perri Chiefdom,Falaba CHP,CHP,,
Pujehun District,Perri Chiefdom,Kowama (Perri) MCHP,MCHP,,
Pujehun District,Perri Chiefdom,Ngajubaoma/Missibu MCHP,MCHP,,
Pujehun District,Perri Chiefdom,Saama Perri MCHP,MCHP,,
Pujehun District,Soro Gbeima Chiefdom,Fairo CHC,CHC,,
Pujehun District,Soro Gbeima Chiefdom,Fanima (Soro) CHP,CHP,,
Pujehun District,Soro Gbeima Chiefdom,Futa Golawoma MCHP,MCHP,,
Pujehun District,Soro Gbeima Chiefdom,Gondama Massaquoi MCHP,MCHP,,
Pujehun District,Soro Gbeima Chiefdom,Jendema CHC,CHC,,
Pujehun District,Soro Gbeima Chiefdom,Koijeh MCHP,MCHP,,
Pujehun District,Soro Gbeima Chiefdom,Malema 1 MCHP,MCHP,,
Pujehun District,Soro Gbeima Chiefdom,Malema 2 MCHP,MCHP,,
Pujehun District,Soro Gbeima Chiefdom,Navai MCHP,MCHP,,
Pujehun District,Soro Gbeima Chiefdom,Sengama Soro MCHP,MCHP,,
Pujehun District,Soro Gbeima Chiefdom,Sulima CHP,CHP,,
Pujehun District,Soro Gbeima Chiefdom,Tindor MCHP,MCHP,,
Pujehun District,Soro Gbeima Chiefdom,Wai MCHP,MCHP,,
Pujehun District,Sowa Chiefdom,Bandajuma Sowa CHC,CHC,,
Pujehun District,Sowa Chiefdom,Geoma Jarjoh CHP,CHP,,
Pujehun District,Sowa Chiefdom,Lower Komende MCHP,MCHP,,
Pujehun District,Sowa Chiefdom,Upper Komende MCHP,MCHP,,
Pujehun District,Sowa Chiefdom,Vaawahun Sowa MCHP,MCHP,,
Pujehun District,Yakemoh Kpukumu Krim Chiefdom,Bangorma MCHP,MCHP,,
Pujehun District,Yakemoh Kpukumu Krim Chiefdom,Borma (Yakemu Kpukumu) MCHP,MCHP,,
Pujehun District,Yakemoh Kpukumu Krim Chiefdom,Karlu CHC,CHC,,
Pujehun District,Yakemoh Kpukumu Krim Chiefdom,Kombeima MCHP,MCHP,,
Pujehun District,Yakemoh Kpukumu Krim Chiefdom,Kombopi MCHP,MCHP,,
Pujehun District,Yakemoh Kpukumu Krim Chiefdom,Messima MCHP,MCHP,,
Pujehun District,Yakemoh Kpukumu Krim Chiefdom,Saama Sowunde MCHP,MCHP,,
Tonkolili District,Dansogoia Chiefdom,Bassaia MCHP,MCHP,,
Tonkolili District,Dansogoia Chiefdom,Bumbuna CHC,CHC,,
Tonkolili District,Dansogoia Chiefdom,Kemedugu MCHP,MCHP,,
Tonkolili District,Dansogoia Chiefdom,New Ferengbeya CHP,CHP,,
Tonkolili District,Gbokolenken Masankong Chiefdom,Mansumana CHP,CHP,,
Tonkolili District,Gbokolenken Masankong Chiefdom,Warrima (Gbonkolenken) MCHP,MCHP,,
Tonkolili District,Gbokolenken Mayeppoh Chiefdom,Makonkorie CHP,CHP,,
Tonkolili District,Gbokolenken Mayeppoh Chiefdom,Mayepoh CHC,CHC,,
Tonkolili District,Gbokolenken Mayeppoh Chiefdom,Mayepoh CHP,CHP,,
Tonkolili District,Gbokolenken Mayeppoh Chiefdom,Petifu Mayepoh MCHP,MCHP,,
Tonkolili District,Gbokolenken Polie Chiefdom,Mabankra MCHP,MCHP,,
Tonkolili District,Gbokolenken Polie Chiefdom,Mabarr Polie MCHP,MCHP,,
Tonkolili District,Gbokolenken Polie Chiefdom,Magbolu Ferry MCHP,MCHP,,
Tonkolili District,Gbokolenken Polie Chiefdom,Maraka MCHP,MCHP,,
Tonkolili District,Gbokolenken Polie Chiefdom,Mathamp MCHP,MCHP,,
Tonkolili District,Gbokolenken Yele Chiefdom,Mafay MCHP,MCHP,,
Tonkolili District,Gbokolenken Yele Chiefdom,Manowo CHC,CHC,,
Tonkolili District,Gbokolenken Yele Chiefdom,Yeben MCHP,MCHP,,
Tonkolili District,Gbokolenken Yele Chiefdom,Yele CHC,CHC,,
Tonkolili District,Kafe Chiefdom,Kamarugu MCHP,MCHP,,
Tonkolili District,Kafe Chiefdom,Masumbrie CHC,CHC,,
Tonkolili District,Kalantuba Chiefdom,Kamasaypana MCHP,MCHP,,
Tonkolili District,Kalantuba Chiefdom,Kathombo MCHP,MCHP,,
Tonkolili District,Kholifa Mabang Chiefdom,Komrabai Station MCHP,MCHP,,
Tonkolili District,Kholifa Mabang Chiefdom,Mabai (Kholifa Mabang) MCHP,MCHP,,
Tonkolili District,Kholifa Mabang Chiefdom,Mabang (Kholifa Mabang) CHC,CHC,,
Tonkolili District,Kholifa Mabang Chiefdom,Mamanso Kafla MCHP,MCHP,,
Tonkolili District,Kholifa Mabang Chiefdom,Marunia MCHP,MCHP,,
Tonkolili District,Kholifa Mabang Chiefdom,Mathinkalol MCHP,MCHP,,
Tonkolili District,Kholifa Mamuntha Chiefdom,Maborie MCHP,MCHP,,
Tonkolili District,Kholifa Mamuntha Chiefdom,Magbass CHP,CHP,,
Tonkolili District,Kholifa Mamuntha Chiefdom,Mamuntha MCHP,MCHP,,
Tonkolili District,Kholifa Mamuntha Chiefdom,Masagbill MCHP,MCHP,,
Tonkolili District,Kholifa Mamuntha Chiefdom,Masoko MCHP,MCHP,,
Tonkolili District,Kholifa Mamuntha Chiefdom,Mayossoh MCHP,MCHP,,
Tonkolili District,Kholifa Rowalla Chiefdom,Alim MCHP,MCHP,,
Tonkolili District,Kholifa Rowalla Chiefdom,Mabai (Kholifa Rowalla) MCHP,MCHP,,
Tonkolili District,Kholifa Rowalla Chiefdom,Mabom CHC,CHC,,
Tonkolili District,Kholifa Rowalla Chiefdom,Malone MCHP,MCHP,,
Tonkolili District,Kholifa Rowalla Chiefdom,Masanga MCHP,MCHP,,
Tonkolili District,Kunike Barina Chiefdom,Makali CHC,CHC,,
Tonkolili District,Kunike Barina Chiefdom,Makoni Line MCHP,MCHP,,
Tonkolili District,Kunike Barina Chiefdom,Mapamurie MCHP,MCHP,,
Tonkolili District,Kunike Barina Chiefdom,Massaba MCHP,MCHP,,
Tonkolili District,Kunike Barina Chiefdom,Wonkibor MCHP,MCHP,,
Tonkolili District,Kunike Fulawusu Chiefdom,Fothaneh Bana MCHP,MCHP,,
Tonkolili District,Kunike Fulawusu Chiefdom,Mafulka MCHP,MCHP,,
Tonkolili District,Kunike Fulawusu Chiefdom,Magbanabom MCHP,MCHP,,
Tonkolili District,Kunike Fulawusu Chiefdom,Magbanto Bana MCHP,MCHP,,
Tonkolili District,Kunike Fulawusu Chiefdom,Mamanso Sanka CHP,CHP,,
Tonkolili District,Kunike Fulawusu Chiefdom,Petifu Mandugu MCHP,MCHP,,
Tonkolili District,Kunike Sanda Chiefdom,Fothaneh Junction MCHP,MCHP,,
Tonkolili District,Kunike Sanda Chiefdom,Kamanthor MCHP,MCHP,,
Tonkolili District,Kunike Sanda Chiefdom,Mabineh MCHP,MCHP,,
Tonkolili District,Kunike Sanda Chiefdom,Maconteh Tama MCHP,MCHP,,
Tonkolili District,Kunike Sanda Chiefdom,Masiaka (Kunike Sanda) MCHP,MCHP,,
Tonkolili District,Kunike Sanda Chiefdom,Masingbi CHC,CHC,,
Tonkolili District,Kunike Sanda Chiefdom,Matholey MCHP,MCHP,,
Tonkolili District,Kunike Sanda Chiefdom,Petifuline CHP,CHP,,
Tonkolili District,Malal Chiefdom,Makoba Bana MCHP,MCHP,,
Tonkolili District,Malal Chiefdom,Robina CHP,CHP,,
Tonkolili District,Malal Chiefdom,Rochen Malal CHP,CHP,,
Tonkolili District,Sambaya Bendugu Chiefdom,Bendugu CHC,CHC,,
Tonkolili District,Sambaya Bendugu Chiefdom,Dankawalia CHP,CHP,,
Tonkolili District,Sambaya Bendugu Chiefdom,Kholifaga MCHP,MCHP,,
Tonkolili District,Sambaya Bendugu Chiefdom,Kunya CHP,CHP,,
Tonkolili District,Sambaya Bendugu Chiefdom,Ninkikoro MCHP,MCHP,,
Tonkolili District,Simiria Chiefdom,Mabontor CHC,CHC,,
Tonkolili District,Simiria Chiefdom,Mabontor CHP,CHP,,
Tonkolili District,Simiria Chiefdom,Makonthanday MCHP,MCHP,,
Tonkolili District,Simiria Chiefdom,Masumbrie CHC,CHC,,
Tonkolili District,Simiria Chiefdom,Mayassoh MCHP,MCHP,,
Tonkolili District,Tane Chiefdom,Makelleh MCHP,MCHP,,
Tonkolili District,Tane Chiefdom,Makona MCHP,MCHP,,
Tonkolili District,Tane Chiefdom,Makrugbeh CHP,CHP,,
Tonkolili District,Tane Chiefdom,Mananthelie MCHP,MCHP,,
Tonkolili District,Tane Chiefdom,Mangaybana MCHP,MCHP,,
Tonkolili District,Tane Chiefdom,Masankoro MCHP,MCHP,,
Tonkolili District,Tane Chiefdom,Mathonkara MCHP,MCHP,,
Tonkolili District,Tane Chiefdom,Mathufulie MCHP,MCHP,,
Tonkolili District,Tane Chiefdom,Matotoka CHC,CHC,,
Tonkolili District,Tane Chiefdom,Rosengbeh MCHP,MCHP,,
Tonkolili District,Yoni Mabanta Chiefdom,Bakeloko CHP,CHP,,
Tonkolili District,Yoni Mabanta Chiefdom,Bath Bana MCHP,MCHP,,
Tonkolili District,Yoni Mabanta Chiefdom,Magbaesa MCHP,MCHP,,
Tonkolili District,Yoni Mabanta Chiefdom,Magbaft MCHP,MCHP,,
Tonkolili District,Yoni Mabanta Chiefdom,Magbassabana MCHP,MCHP,,
Tonkolili District,Yoni Mabanta Chiefdom,Magbosie MCHP,MCHP,,
Tonkolili District,Yoni Mabanta Chiefdom,Makeni-Rokfullah MCHP,MCHP,,
Tonkolili District,Yoni Mabanta Chiefdom,Makundu MCHP,MCHP,,
Tonkolili District,Yoni Mabanta Chiefdom,Matawa MCHP,MCHP,,
Tonkolili District,Yoni Mabanta Chiefdom,Petifu Fulamasa CHP,CHP,,
Tonkolili District,Yoni Mabanta Chiefdom,Robarie MCHP,MCHP,,
Tonkolili District,Yoni Mabanta Chiefdom,Ronietta MCHP,MCHP,,
Tonkolili District,Yoni Mabanta Chiefdom,Rorocks CHC,CHC,,
Tonkolili District,Yoni Mamala Chiefdom,Bonkababay CHP,CHP,,
Tonkolili District,Yoni Mamala Chiefdom,Foindu (Yoni Mamala) MCHP,MCHP,,
Tonkolili District,Yoni Mamala Chiefdom,Hinistas CHC,CHC,,
Tonkolili District,Yoni Mamala Chiefdom,Kumrabai Yoni CHP,CHP,,
Tonkolili District,Yoni Mamala Chiefdom,Macrogba CHP,CHP,,
Tonkolili District,Yoni Mamala Chiefdom,Magboki Road Mile 91 CHP,CHP,,
Tonkolili District,Yoni Mamala Chiefdom,Magbosie MCHP,MCHP,,
Tonkolili District,Yoni Mamala Chiefdom,Makelleh CHP,CHP,,
Tonkolili District,Yoni Mamala Chiefdom,Mamaka (Yoni Mamala) MCHP,MCHP,,
Tonkolili District,Yoni Mamala Chiefdom,Mananie MCHP,MCHP,,
Tonkolili District,Yoni Mamala Chiefdom,Masengbeh CHP,CHP,,
Tonkolili District,Yoni Mamala Chiefdom,Maseperr MCHP,MCHP,,
Tonkolili District,Yoni Mamala Chiefdom,Mathoir CHC,CHC,,
Tonkolili District,Yoni Mamala Chiefdom,Mayorgbor MCHP,MCHP,,
Tonkolili District,Yoni Mamala Chiefdom,Rochen Kamandao CHP,CHP,,
Tonkolili District,Yoni Mamala Chiefdom,Rokimbi MCHP,MCHP,,
Tonkolili District,Yoni Mamala Chiefdom,United Methodist Church Yonibana CHC,CHC,,
Tonkolili District,Yoni Mamala Chiefdom,Yonibana MCHP,MCHP,,
Western Area Rural District,Koya Rural Zone,Crossing MCHP,MCHP,,
Western Area Rural District,Koya Rural Zone,Fogbo (Koya Rural) MCHP,MCHP,,
Western Area Rural District,Koya Rural Zone,Madaka MCHP,MCHP,,
Western Area Rural District,Koya Rural Zone,Makobeh MCHP,MCHP,,
Western Area Rural District,Koya Rural Zone,Makonkonday MCHP,MCHP,,
Western Area Rural District,Koya Rural Zone,Malambay CHP,CHP,,
Western Area Rural District,Koya Rural Zone,Masorie CHP,CHP,,
Western Area Rural District,Koya Rural Zone,MedZain MCHP,MCHP,,
Western Area Rural District,Koya Rural Zone,Newton CHC,CHC,,
Western Area Rural District,Koya Rural Zone,Songo CHC,CHC,,
Western Area Rural District,Mountain Rural Zone,Charlotte CHP,CHP,,
Western Area Rural District,Mountain Rural Zone,Fourah Bay College CHC,CHC,,
Western Area Rural District,Mountain Rural Zone,Gloucester CHP,CHP,,
Western Area Rural District,Mountain Rural Zone,Leicester (Mountain Rural) CHP,CHP,,
Western Area Rural District,Mountain Rural Zone,Regent (Mountain Rural) CHC,CHC,,
Western Area Rural District,Waterloo Rural Zone,Benguema Grassfield MCHP,MCHP,,
Western Area Rural District,Waterloo Rural Zone,Campbell Town CHP,CHP,,
Western Area Rural District,Waterloo Rural Zone,Cashew Farm MCHP,MCHP,,
Western Area Rural District,Waterloo Rural Zone,Deep Eye Water MCHP,MCHP,,
Western Area Rural District,Waterloo Rural Zone,Grafton CHC,CHC,,
Western Area Rural District,Waterloo Rural Zone,Hastings CHC,CHC,,
Western Area Rural District,Waterloo Rural Zone,John Thorpe MCHP,MCHP,,
Western Area Rural District,Waterloo Rural Zone,Kissy Town CHP,CHP,,
Western Area Rural District,Waterloo Rural Zone,Lumpa CHP,CHP,,
Western Area Rural District,Waterloo Rural Zone,Mabureh CHP,CHP,,
Western Area Rural District,Waterloo Rural Zone,MacDonald MCHP,MCHP,,
Western Area Rural District,Waterloo Rural Zone,Margaret and Johnny MCHP,MCHP,,
Western Area Rural District,Waterloo Rural Zone,Matainkay and Masantigie MCHP,MCHP,,
Western Area Rural District,Waterloo Rural Zone,MedZain MCHP,MCHP,,
Western Area Rural District,Waterloo Rural Zone,New London MCHP,MCHP,,
Western Area Rural District,Waterloo Rural Zone,Rogbangba MCHP,MCHP,,
Western Area Rural District,Waterloo Rural Zone,Rokel (Waterloo Rural) CHP,CHP,,
Western Area Rural District,Waterloo Rural Zone,TECT Jui CHP,CHP,,
Western Area Rural District,Waterloo Rural Zone,Waterloo CHC,CHC,,
Western Area Rural District,Waterloo Rural Zone,White Stone MCHP,MCHP,,
Western Area Rural District,Waterloo Rural Zone,Yams Farm CHP,CHP,,
Western Area Rural District,York Rural Zone,Adonkia CHP,CHP,,
Western Area Rural District,York Rural Zone,Banana Island MCHP,MCHP,,
Western Area Rural District,York Rural Zone,Goderich CHC,CHC,,
Western Area Rural District,York Rural Zone,Hamilton MCHP,MCHP,,
Western Area Rural District,York Rural Zone,Kent CHP,CHP,,
Western Area Rural District,York Rural Zone,Lakka/Ogoo Farm CHC,CHC,,
Western Area Rural District,York Rural Zone,Mambo CHP,CHP,,
Western Area Rural District,York Rural Zone,Metchen MCHP,MCHP,,
Western Area Rural District,York Rural Zone,Sussex MCHP,MCHP,,
Western Area Rural District,York Rural Zone,Tissana (York Rural) MCHP,MCHP,,
Western Area Rural District,York Rural Zone,Tokeh MCHP,MCHP,,
Western Area Rural District,York Rural Zone,Tombo (York Rural) CHC,CHC,,
Western Area Rural District,York Rural Zone,York CHC,CHC,,
Western Area Urban District,Central 1 Zone,Blessed Mokaba Central CHP,CHP,,
Western Area Urban District,Central 1 Zone,Parliament CHC,CHC,,
Western Area Urban District,Central 1 Zone,Susan's Bay CHC,CHC,,
Western Area Urban District,Central 2 Zone,Kroo Bay CHC,CHC,,
Western Area Urban District,East 1 Zone,Fourah Bay Community MCHP,MCHP,,
Western Area Urban District,East 1 Zone,Kargbo Dockyard CHP,CHP,,
Western Area Urban District,East 1 Zone,Mabella CHC,CHC,,
Western Area Urban District,East 1 Zone,Ola During Under Fives CHP,CHP,,
Western Area Urban District,East 1 Zone,Principal Medical Office (Cline Town) CHP,CHP,,
Western Area Urban District,East 1 Zone,Ross Road CHC,CHC,,
Western Area Urban District,East 2 Zone,Coconut Farm MCHP,MCHP,,
Western Area Urban District,East 2 Zone,Ginger Hall CHC,CHC,,
Western Area Urban District,East 2 Zone,Julipha Ashobie Corner MCHP,MCHP,,
Western Area Urban District,East 2 Zone,Mabella CHC,CHC,,
Western Area Urban District,East 2 Zone,Quarry MCHP,MCHP,,
Western Area Urban District,East 3 Zone,AWAKE CHP,CHP,,
Western Area Urban District,East 3 Zone,Ad-Bangs Quarry MCHP,MCHP,,
Western Area Urban District,East 3 Zone,Al-Khatab CHC,CHC,,
Western Area Urban District,East 3 Zone,Allen Town CHC,CHC,,
Western Area Urban District,East 3 Zone,Approved School CHC,CHC,,
Western Area Urban District,East 3 Zone,Calaba Town CHC,CHC,,
Western Area Urban District,East 3 Zone,Family Home Movement CHP,CHP,,
Western Area Urban District,East 3 Zone,Haja Neneh CHC,CHC,,
Western Area Urban District,East 3 Zone,Iscon CHP,CHP,,
Western Area Urban District,East 3 Zone,Kissy CHC,CHC,,
Western Area Urban District,East 3 Zone,Kola Tree MCHP,MCHP,,
Western Area Urban District,East 3 Zone,Koya Town CHC,CHC,,
Western Area Urban District,East 3 Zone,Kuntorloh CHP,CHP,,
Western Area Urban District,East 3 Zone,Looking Town MCHP,MCHP,,
Western Area Urban District,East 3 Zone,Madina (East 3) CHC,CHC,,
Western Area Urban District,East 3 Zone,Mayemi MCHP,MCHP,,
Western Area Urban District,East 3 Zone,Moyiba CHC,CHC,,
Western Area Urban District,East 3 Zone,Orugu MCHP,MCHP,,
Western Area Urban District,East 3 Zone,Rokupa Under Fives CHP,CHP,,
Western Area Urban District,East 3 Zone,St Joseph's CHC,CHC,,
Western Area Urban District,East 3 Zone,Tassoh MCHP,MCHP,,
Western Area Urban District,East 3 Zone,Thunder Hill MCHP,MCHP,,
Western Area Urban District,East 3 Zone,UPAL MCHP,MCHP,,
Western Area Urban District,East 3 Zone,Up-Wata CHP,CHP,,
Western Area Urban District,East 3 Zone,Wellington CHC,CHC,,
Western Area Urban District,West 1 Zone,Grey Bush CHC,CHC,,
Western Area Urban District,West 1 Zone,Kingtom Police Under Fives CHP,CHP,,
Western Area Urban District,West 1 Zone,St Anthony's CHC,CHC,,
Western Area Urban District,West 2 Zone,EPI Headquarter (New England) CHP,CHP,,
Western Area Urban District,West 2 Zone,George Brook CHC,CHC,,
Western Area Urban District,West 2 Zone,Grey Bush CHC,CHC,,
Western Area Urban District,West 2 Zone,Kingharman Road Under Fives CHP,CHP,,
Western Area Urban District,West 2 Zone,New England CHP,CHP,,
Western Area Urban District,West 3 Zone,Family CHP,CHP,,
Western Area Urban District,West 3 Zone,Hill Station CHP,CHP,,
Western Area Urban District,West 3 Zone,Juba Military (MI Room) CHP,CHP,,
Western Area Urban District,West 3 Zone,Lumley Under Fives CHP,CHP,,
Western Area Urban District,West 3 Zone,Malama MCHP,MCHP,,
Western Area Urban District,West 3 Zone,Murray Town (MI Room) CHP,CHP,,
Western Area Urban District,West 3 Zone,Murray Town CHC,CHC,,
Western Area Urban District,West 3 Zone,Pentagon CHP,CHP,,
Western Area Urban District,West 3 Zone,Scan Drive MCHP,MCHP,,
Western Area Urban District,West 3 Zone,Sea Coach Aberdeen CHC,CHC,,
Western Area Urban District,West 3 Zone,Signal Hill MCHP,MCHP,,
Western Area Urban District,West 3 Zone,Sunshine MCHP,MCHP,,
Western Area Urban District,West 3 Zone,Thompson Bay MCHP,MCHP,,
Western Area Urban District,West 3 Zone,Wilberforce CHC,CHC,,
